"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40029197,,"Meraki Childcare 2 Pty Ltd","Meraki Childcare 2 Pty Ltd","101-103 Manchester Rd",MOOROOLBARK,VIC,3138,06/07/2022,
PR-40029287,,"JML Trading Essendon Pty Ltd","Explorers Early Learning - Essendon","163-171 Clarendon St",SOUTHBANK,VIC,3006,15/08/2022,
PR-40029362,,"HEATHMONT MONTESSORI PTY LTD","Heathmont Kindergarten","PO Box 8036",CROYDON,VIC,3136,09/08/2022,
PR-40029398,,"MGC Education Pty Ltd",,"22 Cunningham Ch","BURNSIDE HEIGHTS",VIC,3023,03/10/2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Stephanie Gregoric Ceballos, must undertake professional development on the Child Safe Standards
•		The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•		The Department must be provided with proof of completion of the professional development within 7 days of completion
"
PR-40029434,,"ASPIRE EARLY EDUCATION & KINDERGARTEN, WESTBROOK, TRUGANINA PTY LTD",,"873 Dohertys Rd",TRUGANINA,VIC,3029,29/08/2022,
PR-40029500,,"R&I PRECISE SERVICES PTY LTD",,"19 Horsetail Ave",TRUGANINA,VIC,3029,22/11/2022,
PR-40029582,,"ACACIA PARK EARLY LEARNING CENTRE AND KINDERGARTEN PTY LTD ATF Acacia Park Trust","Acacia Park Early Learning Centre and Kindergarten","26 Union Rd",LANGWARRIN,VIC,3910,09/08/2022,
PR-40029646,,"The Trustee for Asik Family Trust",,"PO BOX 480",DOVETON,VIC,3177,20/03/2023,
PR-40029675,,"ASPIRE EARLY EDUCATION & KINDERGARTEN DEANSIDE PTY LTD","Aspire Early Education & Kindergarten Deanside PTY LTD","100 Sinclairs rd",PLUMPTON,VIC,3335,14/09/2022,
PR-40029681,,"EL BOPOREA PTY LTD",,"514 HIGHBURY RD","GLEN WAVERLEY",VIC,3150,04/11/2022,
PR-40030624,,"DOCTOR TECHIE PTY LTD","Kids Learning And You (KLAY)","6 Irwell Lane",AINTREE,VIC,3336,05/07/2023,
PR-40030635,,"Great Oaks Pty Ltd","TLC Early Learning","PO Box 6740",MELBOURNE,VIC,3004,24/04/2023,
PR-40030707,,"OPPIA CHILDCARE GROUP PTY LTD","Oppia Childcare Group Pty Ltd","31a Parkmore Rd","BENTLEIGH EAST",VIC,3165,05/11/2022,
PR-40030708,,"Mantrio Pty Ltd ATF Mantrio Family Trust","Enlighten Early Learning","UNIT 5 1A LISSON GR",HAWTHORN,VIC,3122,24/07/2023,
PR-40030711,,"FIDEM PTY LTD",,"13 Scotch Ave",KEYSBOROUGH,VIC,3173,06/06/2023,
PR-40030714,,"LITTLE ENVIRONEERS PTY LTD","Little Environeers","51-55 Greensborough Road",Macleod,VIC,3085,09/05/2023,
PR-40030754,,"MARI EARLY LEARNING CENTRE PTY LTD",,"U 2  322 Highbury Rd","MOUNT WAVERLEY",VIC,3149,14/09/2022,
PR-40030795,,"LITTLE ME CHILDCARE PTY LTD",,"PO Box 688",HEATHMONT,VIC,3135,21/07/2023,
PR-40030800,,"Sephora Jade Kolkman","Sephora Kolkman","21 Casandra Ct",BERWICK,VIC,3806,19/06/2023," Prior to applying for service approval or transfer, the person with management or control of the approved provider, Spehora Jade Kolkman (PMC) must undertake professional development in the area of Quality Area 7 - Governance and Leadership   

 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.  

 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40030889,,"FUTURE SUPER STARS ELC SUNSHINE NORTH PTY LTD","FUTURE SUPER STARS ELC SUNSHINE NORTH","357/585 Little Collins Street",MELBOURNE,VIC,3000,25/10/2022,
PR-40030955,,"ARTHURS CREEK PRIMARY SCHOOL COUNCIL","ARTHURS CREEK PRIMARY SCHOOL","Arthurs Creek Primary School, 900 Arthurs Creek Rd","ARTHURS CREEK",VIC,3099,06/12/2022,
PR-40030988,,"Cranbourne Primary School Council","Cranbourne Primary School Council","Cranbourne Primary School, 42-58 Bakewell St",CRANBOURNE,VIC,3977,05/11/2022,
PR-40031016,,"NEVERLAND CHILDCARE PTY LTD ATF NEVERLAND CHILDCARE UNIT TRUST",,"1 Agnes St","BENTLEIGH EAST",VIC,3165,15/03/2023,
PR-40031081,,"KINGKIDS 5 PTY LTD ATF King Family Trust Number 5","KingKids Early Learning Centre and Kindergarten Bentleigh","SUITE 1 LEVEL 2 333 POLICE RD",MULGRAVE,VIC,3170,26/10/2022,
PR-40031150,,"Warburton Primary School Council","Warburton Primary School","16 Horners Road",WARBURTON,VIC,3799,15/12/2022,
PR-40031297,,"Mpower Communities Pty Ltd",,"71 Koroit St",WARRNAMBOOL,VIC,3280,13/03/2023,
PR-40031372,,"Tallarook Primary School Council","Tallarook Primary School","52 Main Rd",TALLAROOK,VIC,3659,13/01/2023,
PR-40000281,,"Barrow Street Montessori Centre Pty Ltd ATF Barrow Street Montessori Centre Trust","Amiga montessori Laverton","6/15 Howleys Road","NOTTING HILL",VIC,3168,16/05/2013,"The Approved Provider must arrange for all educators and staff members who are appointed or engaged or employed at services operated by them to attend an educative session on the National Quality Framework delivered by Regional Authorised Officers of the Regulatory Authority by no later than 30 September 2013."
PR-40000285,,"FOOTSCRAY NORTH PRIMARY SCHOOL","Footscray North Primary School","PO Box 4253","WEST FOOTSCRAY",VIC,3012,28/12/2012,
PR-40000287,,"Hodan Ali Mahamud","Blue Bell's Family Day Care","17 Rivella Cct",TARNEIT,VIC,3029,11/02/2013,
PR-40000289,,"MORELAND COMMUNITY CHILD CARE CENTRES INC.","Moreland Community Child Care Centres Inc","PO Box 108",BRUNSWICK,VIC,3056,31/12/2012,
PR-40000292,,"Timage Abdulwadud","Right Choice Family Day Care","11 Lucia Ave",TARNEIT,VIC,3029,04/02/2013,
PR-40000299,,"GENAZZANO F.C.J. COLLEGE LIMITED","Genazzano FCJ College","301 Cotham Rd",KEW,VIC,3101,24/01/2013,
PR-40000307,,"Dalas Family Day Care Pty Ltd","Dalas Family Day Care Pty Ltd","78 Snake Gully Dr",BUNDOORA,VIC,3083,10/12/2012,
PR-40000315,,"BasicNeeds Australia Inc.","BasicNeeds Family Day Care","161 Tarneit Rd",WERRIBEE,VIC,3030,02/04/2013,
PR-40000317,,"Hawthorn Early Years Incorporated","Hawthorn Early Years","584-586 Glenferrie Rd",HAWTHORN,VIC,3122,04/01/2013,
PR-40000318,,"PINK LOTUS FAMILY DAY CARE PTY LTD","PINK LOTUS FAMILY DAY CARE PTY LTD","14 Moorland Rd",CAIRNLEA,VIC,3023,04/03/2013,
PR-40000367,,"ELLES BELLES 84 PTY LTD","Elles Belles Early Learning","1324-1328 Nepean Hwy",CHELTENHAM,VIC,3192,15/05/2013,
PR-40000368,,"DEDERANG PRIMARY SCHOOL COUNCIL","Dederang Primary School","4364 Kiewa Valley Hwy",DEDERANG,VIC,3691,06/02/2013,
PR-40000416,,"Little Swans Early Learning Pty Ltd ATF Little Swans Early Learning Trust","Little Swans Early Learning Pty Ltd","11 Berrybank Dr","SWAN HILL",VIC,3585,03/09/2013,
PR-40000421,,"Inspira kids Early Learning Melbourne PTY Ltd","Inspira kids Early Learning Melbourne PTY Ltd","8-34 GLADSTONE PARK DR","GLADSTONE PARK",VIC,3043,28/05/2013,
PR-40000422,,"BYKANDT PTY LTD for The Dalziel Family Trust","Dandenong Ranges Childcare Centre","U 1  92 Wellington St",COLLINGWOOD,VIC,3066,15/03/2013,
PR-40000436,,"RESERVOIR EAST PRIMARY SCHOOL COUNCIL","RESERVOIR EAST PRIMARY SCHOOL","Boldrewood Parade",RESERVOIR,VIC,3073,28/03/2013,
PR-40000437,,"YARRAGON PRIMARY SCHOOL COUNCIL","YARRAGON PRIMARY SCHOOL COUNCIL","65 Loch St",YARRAGON,VIC,3823,17/06/2013,
PR-40000457,,"TARNEIT P-9 COLLEGE SCHOOL COUNCIL","Tarneit P-9 College","PO Box 8264",TARNEIT,VIC,3029,28/03/2013,
PR-40000478,,"The Trustee for EG2 Operations Unit Trust","Eclipse Early Education Berwick","L 1, 92 Thistlethwaite St","SOUTH MELBOURNE",VIC,3205,01/03/2013,
PR-40000509,,"ROWENA FAMILY DAY CARE PTY LTD","Rowena Famiyl Dy Care Service","12 KEIWA PL","TAYLORS HILL",VIC,3037,22/07/2013,
PR-40000521,,"CREEKSIDE K - 9 COLLEGE SCHOOL COUNCIL","Creekside Kindergarten","PO Box 3300","CAROLINE SPRINGS",VIC,3023,27/08/2013,
PR-40000524,,"GIPPSLAND & EAST GIPPSLAND ABORIGINAL CO-OPERATIVE LTD","GIPPSLAND & EAST GIPPSLAND ABORIGINAL CO-OPERATIVE LTD","PO Box 634",BAIRNSDALE,VIC,3875,09/04/2014,
PR-40000543,,"LOVELY KIDS FAMILY DAY CARE PTY LTD","Lovely Kids Family Day Care","36 Oakwood Rd",ALBANVALE,VIC,3021,01/05/2013,
PR-40000551,,"Springside Primary School Council","Springside Primary School","Springside P-9 College, 22-50 Becca Way","CAROLINE SPRINGS",VIC,3023,04/09/2013,
PR-40000552,,"The Trustee for EG3 Operations Unit Trust","Eclipse Early Education Tullamarine","L 1  92 Thistlethwaite St","SOUTH MELBOURNE",VIC,3205,15/03/2013,
PR-40000564,,"Ola Ouda","Prime Family Day Care & Consulting Services","1/1 Nartanda Court","DONCASTER EAST",VIC,3109,02/04/2013,
PR-40000565,,"LITTLE GRASSHOPPERS (ERAMOSA) PTY LTD","Little Grasshoppers (Emamosa)","PO Box 3460",MORNINGTON,VIC,3931,30/04/2013,
PR-40000566,,"Jamila Abdi",,"48 Armstrong Way","DANDENONG NORTH",VIC,3175,02/08/2013,
PR-40000569,,"TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD","TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD","UNIT 211 1510 PASCOE VALE RD",COOLAROO,VIC,3048,07/06/2013,
PR-40000587,,"SHARAF FAMILY DAY CARE PTY LTD","SHARAF FAMILY DAY CARE","U 1  78 Leonard Ave",GLENROY,VIC,3046,17/06/2013,
PR-00006824,,"LITTLE ANGELS HOLDINGS PTY LTD",,"2 CANBERRA GR",MALVERN,VIC,3144,18/07/2012,
PR-00006828,,"TKNA PTY LTD","Scoresby Village Childcare","PO Box 9131",SCORESBY,VIC,3179,16/07/2012,
PR-00006831,,"Australian Christian College - Hume Ltd","Australian Christian College - Hume","PO Box 590",BENALLA,VIC,3672,11/09/2012,
PR-00006866,,"Alpine Resorts Victoria","Falls Creek Resort Management","PO Box 50","FALLS CREEK",VIC,3699,10/06/2010,
PR-00006867,,"Belgrave Heights Christian School of the Presbyterian Church of Victoria Inc","Belgrave Heights Christian School of the Presbyterian Church of Victoria Inc","Wattle Valley Road","BELGRAVE HEIGHTS",VIC,3160,06/02/2012,
PR-00006911,,"Aussie Kids Pty Ltd","Outback Kids Child Care Centre","P.O.Box 2100 CP",MILDURA,VIC,3501,09/08/2012,
PR-00006941,,"Jacobs Early Learning Centre Pty Ltd","Jacobs Early Learning Centre Pty Ltd","8 Jacob Drive",ROWVILLE,VIC,3178,09/08/2012,
PR-00006942,,"Bulsho Family Day Care Pty Ltd",,"28 Laurel Crescent",CAMPBELLFIELD,VIC,3061,08/11/2012,
PR-00006943,,"Winchelsea Primary School","Winchelsea Primary School","60 Main Street",WINCHELSEA,VIC,3241,26/09/2012,
PR-00006965,,"Nazanin Ghanbarnejad","Mona Family Day Care","19 PHOTINIA ST",DOVETON,VIC,3177,13/09/2012,
PR-00006967,,"Point Cook Montessori Centre Pty Ltd ATF Point Cook Montessori Centre Unit Trust","Point Cook Montessori Centre Pty Ltd ATF Point Cook Montessori Centre Unit Trust","Level 17, 31 Queen Street",Melbourne,VIC,3000,25/10/2012,"The Approved Provider must arrange for all educators and staff members who are appointed or engaged or employed at services operated by them to attend an educative session on the National Quality Framework delivered by Regional Authorised Officers of the Regulatory Authority by no later than 28 February 2013."
PR-00006971,,"Ballan & District Soldiers Memorial Bush Nursing Hospital & Hostel Inc","Ballan District Health & Care","33 Cowie Street",BALLAN,VIC,3342,14/09/2012,
PR-40036244,,"Sheri's Hippity-Hoppity Tots Pty Ltd","Hippity-Hoppity Tots Child Care Centre","3 Alma Cl",MULGRAVE,VIC,3170,03/05/2024,
PR-40036255,,"WAUBRA PRIMARY SCHOOL COUNCIL","Waubra Primary School","Waubra Primary School, 2110 Sunraysia Hwy",WAUBRA,VIC,3352,15/01/2024,
PR-40036259,,"TINY LEAPS PTY LTD","TINY LEAPS EARLY LEARNING","14 Brentani Ave",ELSTERNWICK,VIC,3185,27/06/2024,
PR-40036423,,"ASPIRE EARLY EDUCATION and KINDERGARTEN CRANBOURNE EAST PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN CRANBOURNE EAST","1215 Ballarto Rd","CRANBOURNE EAST",VIC,3977,06/02/2024,
PR-40036424,,"ASPIRE EARLY EDUCATION and KINDERGARTEN ARMSTRONG CREEK PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN ARMSTRONG CREEK","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036425,,"ASPIRE EARLY EDUCATION and KINDERGARTEN MAMBOURIN PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN MAMBOURIN","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036490,,"Zareena Ali","Rodgers Street Daycare Centre","86 Rodgers St",YARRAM,VIC,3971,19/07/2024,
PR-40036496,,"RISE KIDZ PTY LTD",,"1 Kingsford Dr","POINT COOK",VIC,3030,03/10/2024,
PR-40036533,,"North West Brunswick Kindergarten Association Inc","North West Brunswick Kindergarten","34 Rose St",BRUNSWICK,VIC,3056,23/01/2024,
PR-40036587,,"IVY GRAMMAR EARLY LEARNING PTY LTD",,"UNIT 5 85 DODDS ST",SOUTHBANK,VIC,3006,13/07/2024,
PR-40036588,,"Mount Dandenong Primary School Council","Mount Dandenong Primary School","Mount Dandenong Primary School, 13-15 Farndons Rd","MOUNT DANDENONG",VIC,3767,06/02/2024,
PR-40036620,,"LUMORA EARLY LEARNING CENTRE AND KINDERGARTEN PTY LTD","LUMORA EARLY LEARNING CENTRE AND KINDERGARTEN PTY LTD","10 Fadden Pl",EPPING,VIC,3076,31/07/2024,
PR-40036680,,"3228 CC Ops Pty Ltd",,"716 Hawthorn Rd","BRIGHTON EAST",VIC,3187,13/06/2024,
PR-40036743,,"Tots Learning Centre Pty Ltd as trustee for Tots Learning Centre Trust","Tots Learning Centre","Suite 5A, 107-111 High Street",PRAHRAN,VIC,3181,12/09/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development in the Quality Area 7 – Governance and Leadership and Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40036851,,"MIRKGRA PTY LTD","Melbourne Dizziness and Balance Clinic","U 1  133 Ferntree Gully Rd","MOUNT WAVERLEY",VIC,3149,12/09/2024,"The person(s) with management or control of the approved provider, must undertake professional development in Quality Area 7 – Governance and Leadership prior to applying for service approval or transfer. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40036879,,"Little Discoverers Childcare and Education Pty Ltd ATF Little Discoverers Childcare and Education Unit Trust","happy sunnshine","5 Emperor Rd",BERWICK,VIC,3806,12/06/2024,
PR-40036904,,"ASPIRE EARLY EDUCATION & KINDERGARTEN MANOR LAKES PTY LTD",,"level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036919,,"ASPIRE EARLY EDUCATION & KINDERGARTEN SMITHS LANE, CLYDE NORTH PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN SMITHS LANE, CLYDE NORTH","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036920,,"ASPIRE EARLY EDUCATION and KINDERGARTEN ARRAMONT, WOLLERT PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN ARRAMONT, WOLLERT","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036922,,"ASPIRE EARLY EDUCATION & KINDERGARTEN RIVERFIELD, CLYDE NORTH PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN RIVERFIELD, CLYDE NORTH","level 9, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40036925,,"ASPIRE EARLY EDUCATION & KINDERGARTEN EVERLY, SUNBURY PTY LTD","ASPIRE EARLY EDUCATION and KINDERGARTEN EVERLY, SUNBURY","level9, 627 Chapel St","SOUTH YARRA",VIC,3141,06/02/2024,
PR-40037009,,"Powlett River Primary School Council","Powlett River Primary School Council OSHC","28 Goldensands Rd","CAPE WOOLAMAI",VIC,3925,02/06/2024,
PR-40037042,,"Marisa Joanne Puccio",KindersRUs,"66 Snake Gully Drive",BUNDOORA,VIC,3083,13/07/2024,
PR-40037057,,"Avneet kour",,"76 Kallista Cct",OFFICER,VIC,3809,22/10/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, must undertake professional development on the Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion"
PR-40004964,,"Creek Street Christian College Inc","Creek Street Christian College","91 CREEK ST SOUTH",BENDIGO,VIC,3550,11/09/2015,
PR-40005023,,"JJVS Group Early Learning Centres Pty Ltd ATF The Lau Family Trust No. 3","Thornbury Learning Centre","14 Edinburgh Rd","BLACKBURN SOUTH",VIC,3130,21/09/2015,
PR-40005030,,"Garima Manishi",,"6 Mapleton Way",TARNEIT,VIC,3029,11/03/2016,
PR-40005097,,"LEADERS INSTITUTE OF TRAINING AND EDUCATION PTY LTD","LEADERS INSTITUTE OF TRAINING AND EDUCATION","11 Crothers St",BRAYBROOK,VIC,3019,02/11/2015,
PR-40005105,,"Bross Yako","Bross Yako","28 Spence Ave","ROXBURGH PARK",VIC,3064,02/05/2016,
PR-40005119,,"DONUM DEI PTY LTD","DONUM DEI PTY. LTD.","U 2  53 Woonah St",CHADSTONE,VIC,3148,12/05/2016,
PR-40005137,,"LLEWIE PTY. LTD.","Kool Kidz Mill Park","49 Oleander Dr","MILL PARK",VIC,3082,09/10/2015,
PR-40005214,,"Happy Toddlers Pty Ltd ATF Babycentre Trust","Leora Baby Centre","12 Dover St","CAULFIELD SOUTH",VIC,3162,23/09/2015,
PR-40005292,,"LEAPKIDS AUSTRALIA PTY LTD",Leapkids,"PO Box 270",MORELAND,VIC,3058,26/10/2015,
PR-40005336,,"HORAS GROUPE PTY LTD",,"50 Corringa Way",CRAIGIEBURN,VIC,3064,30/08/2016,
PR-40005352,,"CHERRY LANE CHILDREN'S CENTRE PTY LTD","Cherry Lane Children's Centre","6-8 Andrew St",SEAFORD,VIC,3198,23/09/2015,
PR-40005373,,"TYABB VILLAGE CHILDRENS CENTRE PTY LTD","Tyabb Village Childrens Centre","5, DENNIS STREET",TYABB,VIC,3913,02/11/2015,
PR-40005539,,"MOHAMMAD TARIQ","VICTORIAN INHOUSE CARE AND LEARNING","56 Ohea St",COBURG,VIC,3058,16/07/2016,
PR-40005542,,"Hope Frankston Heights PTY LTD","Hope Frankston South PTY LTD","3 Levida Dr","CARRUM DOWNS",VIC,3201,28/01/2016,
PR-40005580,,"WILLOWBANK EARLY LEARNING CENTRE PTY LTD",,"PO Box 423",GISBORNE,VIC,3437,02/11/2015,
PR-40005595,,"LITTLE PATCH GROUP PTY LTD","Little Patch ELC","PO Box 2108, WATTLETREE ROAD PO","MALVERN EAST",VIC,3145,26/10/2015,
PR-40005656,,"After the Bell Aus Pty Ltd ATF After The Bell Unit Trust","After The Bell Aus Pty Ltd","PO Box 7082","UPPER FERNTREE GULLY",VIC,3156,02/11/2015,
PR-40005698,,"Thi Tuong Vy Nguyen",,"13 Escott Gr",BERWICK,VIC,3806,22/06/2016,
PR-40005711,,"Happy Hippo Kindergarten and Childcare Pty Ltd ATF Happy Hippo Kindergarten and Childcare Trust","Happy Hippo Kindergarten and Childcare","16 Solent Cres","TAYLORS LAKES",VIC,3038,29/08/2016,
PR-40005756,,"Kang Ong","KinderPlay Early Learning Centre","2 Primrose St","BLACKBURN NORTH",VIC,3130,02/05/2016,
PR-40005801,,"YUILLE PARK P-8 COMMUNITY COLLEGE SCHOOL COUNCIL","YUILLE PARK P-8 COMMUNITY COLLEGE 5520","PO Box 42",WENDOUREE,VIC,3355,18/12/2015,
PR-00009905,,"LAL LAL PRIMARY SCHOOL COUNCIL","Lal Lal Primary School","LAL LAL PRIMARY SCHOOL, 12 VAUGHAN ST","LAL LAL",VIC,3352,29/11/2024,
PR-00009916,,"CRESWICK NORTH PRIMARY SCHOOL COUNCIL","Creswick North Primary School Council","PO BOX 110",CRESWICK,VIC,3363,29/11/2024,
PR-00009923,,"BUNGAREE PRIMARY SCHOOL COUNCIL","Bungaree Primary School","BUNGAREE PRIMARY SCHOOL, 348 BUNGAREE-WALLACE RD",BUNGAREE,VIC,3352,29/11/2024,
PR-00009925,,"Del & Tan Pty Ltd ATF Delpitiya Family Trust","Acorn Acres ELC","51 SWEETWATER PL",MOE,VIC,3825,08/03/2025,
PR-00009935,,"NAPOLEONS PRIMARY SCHOOL COUNCIL","Napoleons Primary School Council","4721 COLAC-BALLARAT RD",NAPOLEONS,VIC,3352,29/11/2024,
PR-00009936,,"STAWELL WEST PRIMARY SCHOOL COUNCIL","Stawell West Primary School Council","STAWELL WEST PRIMARY SCHOOL, 80-88 COOPER ST",STAWELL,VIC,3380,29/11/2024,
PR-00009939,,"Fatima  Rezaei",,"55 PITFIELD AV","CRANBOURNE EAST",VIC,3977,27/01/2025,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development in Quality Area 7 - Governance and Leadership, and the Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion"
